GENERO;IDOSO;CASADO;DEPENDENTES;TEMPO_COMO_CLIENTE;SERVICOTELEFONE;SERVICO_INTERNET;SERVICO_SEGURANCA;SUPORTE_TECNICO;STREAMINGTV;TIPO_CONTRATO;METODOPAGAMENTO;PAGAMENTO_MENSAL;TOTAL_PAGO;CHURN
FEMALE;0;NO;NO;11;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;MAILED CHECK;35.8;363.15;NO
MALE;0;NO;NO;22;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;78.85;1600.25;NO
MALE;0;NO;NO;14;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);20.4;275.7;NO
MALE;0;NO;NO;41;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;74.25;3089.1;NO
MALE;0;YES;NO;17;YES;DSL;YES;NO;NO;ONE YEAR;MAILED CHECK;64.8;1175.6;NO
MALE;0;NO;NO;11;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);20.45;237.3;NO
MALE;0;NO;NO;15;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;93.35;1444.65;YES
FEMALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.9;19.9;YES
FEMALE;0;YES;NO;5;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;MAILED CHECK;88.9;454.15;YES
MALE;0;YES;NO;33;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;95.8;3036.75;YES
FEMALE;0;YES;NO;72;YES;FIBER OPTIC;YES;NO;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);110.65;8065.65;NO
FEMALE;0;YES;YES;3;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;40.3;92.5;NO
MALE;0;NO;NO;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;82.0;184.65;YES
FEMALE;0;YES;NO;59;YES;FIBER OPTIC;YES;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);107.0;6152.3;NO
MALE;0;NO;NO;2;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;45.35;89.5;YES
MALE;0;YES;YES;71;YES;DSL;NO;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);73.35;5154.5;NO
FEMALE;0;YES;YES;5;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;44.8;220.45;NO
MALE;0;YES;YES;27;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);54.75;1510.3;NO
FEMALE;0;NO;NO;1;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;52.2;52.2;YES
MALE;0;NO;YES;63;YES;DSL;YES;YES;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);40.6;2588.95;NO
FEMALE;1;NO;NO;46;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;ELECTRONIC CHECK;110.0;4874.8;YES
MALE;0;YES;YES;72;YES;DSL;YES;NO;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);55.3;3983.6;NO
FEMALE;0;YES;NO;34;YES;DSL;YES;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);60.85;2003.6;NO
FEMALE;0;YES;YES;24;YES;DSL;YES;NO;YES;ONE YEAR;ELECTRONIC CHECK;78.4;1832.4;NO
MALE;0;NO;NO;72;YES;DSL;YES;YES;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);69.65;4908.25;NO
FEMALE;0;YES;YES;60;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);59.85;3590.2;NO
MALE;0;NO;NO;68;YES;DSL;YES;NO;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);76.9;5023.0;NO
FEMALE;0;YES;YES;8;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.85;146.6;NO
FEMALE;0;NO;YES;34;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);67.65;2339.3;NO
FEMALE;0;NO;NO;6;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);45.0;298.7;NO
MALE;0;YES;NO;2;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;MAILED CHECK;64.2;143.65;NO
MALE;0;NO;NO;31;YES;FIBER OPTIC;NO;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);81.7;2548.65;NO
FEMALE;0;YES;YES;20;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);25.55;507.4;NO
FEMALE;0;YES;YES;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;20.0;20.0;NO
MALE;0;NO;NO;62;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;96.75;6125.4;YES
FEMALE;1;YES;NO;70;YES;FIBER OPTIC;NO;NO;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);75.65;5411.4;NO
FEMALE;0;NO;NO;10;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;98.5;1058.25;YES
MALE;0;YES;YES;39;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;23.8;903.8;NO
FEMALE;0;YES;NO;46;YES;DSL;NO;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);64.2;3009.5;NO
MALE;0;NO;NO;6;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;85.35;489.45;YES
FEMALE;0;YES;YES;72;YES;DSL;NO;NO;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);76.8;5468.45;NO
MALE;0;NO;NO;18;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);55.2;1058.1;NO
MALE;0;YES;NO;71;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);108.55;7616.0;NO
MALE;0;YES;NO;40;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;101.3;4113.1;YES
MALE;0;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;69.55;69.55;YES
MALE;0;NO;NO;58;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);103.25;6017.65;YES
MALE;0;NO;NO;70;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);104.0;7250.15;YES
FEMALE;0;YES;NO;42;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;ELECTRONIC CHECK;25.25;1108.2;NO
MALE;0;YES;YES;34;YES;DSL;YES;NO;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);30.4;938.65;NO
MALE;1;NO;NO;5;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);20.05;94.15;NO
FEMALE;0;NO;NO;25;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;MAILED CHECK;84.6;2088.05;NO
FEMALE;0;NO;NO;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;86.2;178.7;YES
FEMALE;0;YES;YES;55;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);103.7;5656.75;NO
MALE;0;YES;NO;21;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;111.2;2317.1;YES
MALE;0;YES;NO;70;YES;FIBER OPTIC;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);88.0;5986.45;NO
FEMALE;0;YES;NO;61;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;106.35;6751.35;NO
MALE;0;YES;YES;43;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);79.15;3566.6;NO
MALE;0;NO;NO;47;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;103.1;4889.3;NO
MALE;0;NO;NO;5;YES;DSL;NO;YES;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);63.95;318.1;NO
FEMALE;0;NO;NO;62;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);25.8;1563.95;NO
FEMALE;0;YES;YES;16;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);89.45;1430.25;YES
MALE;1;YES;NO;7;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);95.6;644.35;YES
FEMALE;0;YES;YES;14;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;25.55;372.45;NO
MALE;0;YES;YES;60;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;90.95;5453.4;YES
MALE;0;YES;YES;34;YES;DSL;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;44.85;1442.6;NO
FEMALE;0;YES;NO;50;YES;FIBER OPTIC;YES;YES;YES;ONE YEAR;ELECTRONIC CHECK;108.55;5610.7;YES
MALE;0;YES;YES;38;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);25.05;963.95;NO
FEMALE;0;YES;YES;70;YES;DSL;YES;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);74.1;5222.3;NO
FEMALE;0;YES;YES;37;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;88.8;3340.55;NO
FEMALE;1;NO;NO;4;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;78.85;292.8;YES
MALE;1;YES;YES;60;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;93.25;5774.55;NO
MALE;0;YES;YES;62;YES;DSL;YES;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);71.4;4487.3;NO
MALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;44.4;44.4;YES
MALE;0;NO;NO;36;YES;DSL;YES;YES;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);79.2;2854.95;NO
MALE;0;NO;NO;44;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);20.4;905.55;NO
FEMALE;1;NO;NO;55;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;100.0;5509.3;YES
FEMALE;0;YES;NO;72;YES;FIBER OPTIC;YES;NO;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);105.0;7589.8;NO
FEMALE;0;YES;YES;12;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);19.8;229.6;YES
FEMALE;0;NO;NO;13;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);30.85;394.1;NO
MALE;0;NO;NO;1;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;89.9;89.9;YES
FEMALE;0;YES;YES;15;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;20.55;295.95;NO
FEMALE;0;NO;NO;65;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);84.85;5459.2;NO
FEMALE;0;YES;YES;12;YES;DSL;YES;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);33.15;444.75;NO
MALE;0;YES;NO;72;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);92.0;6782.15;NO
FEMALE;0;YES;YES;72;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);89.8;6510.45;NO
FEMALE;0;YES;YES;72;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);115.8;8476.5;NO
MALE;0;NO;YES;52;YES;DSL;YES;YES;YES;TWO YEAR;MAILED CHECK;85.15;4461.85;NO
MALE;0;NO;NO;2;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;24.85;62.0;NO
FEMALE;0;NO;NO;5;YES;DSL;YES;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;64.35;352.65;NO
FEMALE;0;NO;NO;68;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);20.5;1424.9;NO
FEMALE;0;NO;YES;62;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;100.15;6413.65;YES
MALE;0;NO;NO;72;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);86.05;6309.65;NO
MALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;50.8;50.8;YES
FEMALE;0;YES;NO;66;YES;FIBER OPTIC;YES;YES;NO;ONE YEAR;ELECTRONIC CHECK;89.0;5898.6;NO
MALE;0;YES;YES;72;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);64.8;4719.75;NO
MALE;0;NO;NO;26;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;CREDIT CARD (AUTOMATIC);19.8;457.3;NO
MALE;0;YES;YES;64;YES;FIBER OPTIC;YES;NO;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);93.4;5822.3;NO
MALE;1;YES;NO;20;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;73.65;1463.5;YES
FEMALE;0;NO;NO;3;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;95.1;307.4;YES
MALE;0;NO;NO;22;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);94.65;2104.55;YES
MALE;0;YES;NO;4;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;MAILED CHECK;80.6;319.15;YES
MALE;0;YES;NO;62;YES;DSL;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);39.0;2337.45;NO
FEMALE;0;NO;NO;5;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.5;104.3;NO
MALE;0;YES;NO;59;YES;FIBER OPTIC;NO;NO;NO;ONE YEAR;ELECTRONIC CHECK;85.55;5084.65;YES
MALE;0;NO;YES;3;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;26.4;121.25;NO
FEMALE;0;YES;NO;72;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);98.2;7015.9;NO
MALE;0;YES;YES;57;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);97.55;5598.0;NO
MALE;0;NO;YES;66;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);19.95;1269.1;NO
FEMALE;0;NO;NO;60;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;50.8;3027.4;YES
MALE;0;NO;YES;45;YES;FIBER OPTIC;NO;NO;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);99.7;4634.35;NO
FEMALE;0;NO;NO;3;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);34.8;113.95;NO
FEMALE;0;NO;NO;15;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;105.1;1582.75;YES
FEMALE;0;NO;YES;51;YES;DSL;YES;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);60.15;3077.0;NO
FEMALE;0;NO;NO;60;YES;DSL;YES;YES;NO;ONE YEAR;ELECTRONIC CHECK;64.75;4039.5;NO
MALE;0;NO;NO;33;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);54.65;1665.2;NO
MALE;0;NO;NO;10;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;110.1;1043.3;YES
MALE;1;NO;NO;26;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;CREDIT CARD (AUTOMATIC);19.3;504.2;NO
FEMALE;0;NO;NO;6;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;83.9;497.55;YES
FEMALE;0;YES;NO;67;YES;FIBER OPTIC;YES;YES;YES;ONE YEAR;ELECTRONIC CHECK;111.25;7511.65;NO
FEMALE;0;YES;YES;49;YES;DSL;YES;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);35.8;1782.0;NO
MALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.05;20.05;NO
FEMALE;1;NO;NO;7;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;84.35;609.65;NO
FEMALE;1;NO;NO;27;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);110.5;2857.6;NO
MALE;0;YES;YES;37;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);91.2;3247.55;NO
FEMALE;0;YES;YES;63;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;100.55;6215.35;YES
MALE;0;YES;YES;31;YES;FIBER OPTIC;YES;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;89.3;2823.0;NO
MALE;0;YES;YES;50;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);103.85;5017.9;YES
MALE;1;NO;NO;32;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);81.1;2619.25;NO
FEMALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;24.6;24.6;YES
FEMALE;0;YES;NO;63;YES;FIBER OPTIC;NO;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);81.2;4965.1;NO
MALE;0;NO;NO;30;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);94.3;2679.7;NO
MALE;0;YES;NO;71;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);116.1;8310.55;NO
FEMALE;0;NO;NO;53;YES;FIBER OPTIC;NO;NO;YES;TWO YEAR;ELECTRONIC CHECK;105.55;5682.25;NO
FEMALE;0;NO;NO;12;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);98.9;1120.95;YES
MALE;0;YES;NO;50;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);94.4;4914.9;NO
FEMALE;0;NO;NO;2;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.5;27.55;NO
FEMALE;0;NO;NO;9;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);98.3;923.5;YES
MALE;0;NO;NO;17;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;93.85;1625.65;YES
FEMALE;0;YES;NO;56;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);105.6;6068.65;NO
MALE;0;YES;YES;67;YES;DSL;YES;NO;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);81.35;5398.6;NO
MALE;1;NO;NO;9;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;100.5;918.6;YES
MALE;0;NO;NO;4;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;56.4;234.85;NO
MALE;0;NO;NO;19;YES;DSL;NO;YES;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);65.35;1231.85;NO
FEMALE;0;NO;YES;8;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.95;170.9;NO
FEMALE;0;NO;NO;71;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;ELECTRONIC CHECK;111.25;7984.15;NO
MALE;1;NO;NO;10;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;72.85;688.65;YES
FEMALE;1;NO;NO;15;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);89.0;1288.3;NO
MALE;0;YES;YES;72;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);106.1;7848.5;NO
MALE;0;NO;NO;12;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;CREDIT CARD (AUTOMATIC);20.05;267.0;NO
MALE;0;YES;YES;72;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);25.2;1798.9;NO
MALE;1;YES;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;73.55;73.55;YES
FEMALE;1;NO;NO;23;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.4;1643.55;NO
MALE;0;NO;NO;72;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);65.55;4807.45;NO
FEMALE;0;NO;NO;26;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;80.7;2193.0;NO
FEMALE;0;NO;NO;21;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;MAILED CHECK;104.55;2239.4;NO
MALE;0;YES;NO;60;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);24.15;1505.9;NO
MALE;0;NO;NO;12;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.45;255.35;NO
MALE;0;YES;NO;16;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;75.4;1189.4;NO
FEMALE;0;YES;NO;63;YES;DSL;YES;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);79.7;4786.15;NO
FEMALE;1;NO;NO;22;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;81.7;1820.9;NO
FEMALE;0;YES;YES;32;YES;DSL;YES;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);76.3;2404.15;NO
FEMALE;1;NO;NO;3;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;79.4;205.05;YES
FEMALE;0;NO;NO;13;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;81.15;952.3;YES
FEMALE;0;YES;YES;68;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);103.75;7039.45;NO
FEMALE;0;YES;YES;30;YES;FIBER OPTIC;NO;NO;NO;ONE YEAR;ELECTRONIC CHECK;86.45;2538.05;NO
FEMALE;0;NO;NO;16;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.1;1212.85;NO
MALE;0;NO;NO;33;YES;FIBER OPTIC;NO;YES;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);80.6;2651.1;NO
MALE;0;YES;NO;72;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);19.3;1304.8;NO
FEMALE;1;NO;NO;4;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;84.6;360.1;YES
FEMALE;0;NO;NO;12;YES;DSL;YES;YES;NO;ONE YEAR;MAILED CHECK;33.6;435.45;NO
FEMALE;1;YES;NO;4;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;83.25;308.05;NO
FEMALE;0;YES;YES;0;YES;DSL;YES;NO;YES;TWO YEAR;MAILED CHECK;80.85;80.85;NO
FEMALE;0;NO;NO;6;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;79.05;434.5;YES
FEMALE;0;YES;NO;65;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);108.05;7118.9;NO
FEMALE;0;NO;NO;15;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.9;320.45;NO
FEMALE;0;NO;YES;24;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);21.05;531.55;NO
FEMALE;0;NO;YES;13;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;30.15;382.2;NO
MALE;0;NO;NO;24;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);79.85;2001.0;NO
FEMALE;0;YES;NO;72;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);65.5;4919.7;NO
FEMALE;0;YES;YES;54;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);104.1;5645.8;NO
